RECID	HHOLDID	NOJOUR	I1	I2	I3	I4	I5	I6	I7	I8	I9	I10	I11	I12	I13	I14	I15	I16	I17	I18	I19	I20	I21	I22	I23	I24	I25	I27	I28	I30	I31	I32	I33	I34	I35
3	5816	16	1	1	1	1	1	1	9	7	28	7	1	2	2	1	1	8	4	9	13	2	1	4	13	4	7	8	5	8	7	9	10	1	4
3	5816	12	2	1	1	2	1	4	18	1	27	12	2	1	1	1	1	10	2	9	13	7	1	4	12	4	7	8	5	8	6	6	7	1	1
3	5816	22	3	1	3	4	2	7	19	14	15	4	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	9	10	10	4	6
3	5816	16	4	1	3	4	2	7	19	14	10	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	7	9	7	1	5
3	5816	8	5	1	3	4	2	7	19	14	3	2	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	5	5	5	1	1
3	5817	10	1	1	1	1	1	1	8	13	29	7	1	2	2	2	2	8	4	9	13	1	1	1	13	1	7	8	5	8	6	6	7	1	1
3	5817	6	2	1	1	2	1	4	18	1	29	12	2	1	1	1	1	10	2	9	13	7	1	3	13	3	2	2	5	8	4	4	3	5	1
3	5818	10	1	1	1	1	1	1	9	6	28	7	1	2	1	1	1	10	2	9	13	7	1	1	13	1	3	3	5	8	6	6	9	1	1
3	5818	14	2	1	1	2	1	1	5	3	28	12	2	1	1	1	1	10	2	9	13	7	1	2	13	2	3	3	5	8	7	8	9	10	8
3	5818	4	3	1	3	4	2	7	19	14	14	4	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	3	3	6	4	1
3	5819	18	1	1	1	1	2	4	18	1	32	14	2	1	1	1	1	10	2	9	13	7	1	1	12	1	1	8	5	8	8	9	5	6	6
3	5820	8	1	1	1	1	1	5	9	2	29	7	1	2	1	1	1	10	2	9	13	7	1	1	14	1	2	2	5	8	4	4	4	3	1
3	5820	6	2	1	1	2	1	4	18	1	29	12	2	1	1	1	1	10	2	9	13	7	1	1	14	1	2	2	5	8	3	3	3	4	1
3	5820	16	3	1	1	3	2	1	10	4	26	6	1	2	1	1	1	10	2	9	13	7	1	1	14	1	2	2	5	8	7	9	8	8	7
3	5821	36	1	1	1	1	1	1	8	8	28	7	1	2	1	1	1	10	2	9	13	7	1	2	13	2	1	8	5	8	11	13	8	10	4
3	5821	8	2	1	1	2	1	4	18	1	28	12	2	1	1	1	1	10	2	9	13	7	1	3	13	3	1	8	5	8	5	5	2	3	2
3	5821	24	3	1	1	3	2	1	10	2	16	10	2	2	1	1	1	10	2	9	13	7	1	2	13	2	2	1	5	8	9	11	7	9	2
3	5821	10	4	1	3	4	2	7	19	14	5	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	6	6	3	3	1
3	5821	6	5	1	3	4	2	7	19	14	3	2	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	4	4	2	2	1
3	5822	5	1	1	1	1	2	4	18	1	29	12	2	1	1	1	1	10	2	9	13	7	1	3	13	3	2	2	5	8	4	4	7	5	8
3	5823	24	1	1	1	1	1	1	9	8	27	7	1	2	2	2	2	8	4	9	13	1	1	2	13	2	3	2	5	8	9	11	12	1	8
3	5823	18	2	1	1	2	1	1	10	3	26	11	2	1	1	1	1	10	2	9	13	7	1	3	13	3	2	3	5	8	8	9	10	9	7
3	5824	12	1	1	1	1	2	4	18	1	31	14	2	1	1	1	1	10	2	9	13	7	1	2	13	2	2	2	5	8	6	8	6	7	2
3	5825	5	1	1	1	1	1	5	18	4	30	8	1	2	1	1	1	10	2	9	13	7	1	3	14	3	2	1	5	8	2	2	2	1	1
3	5825	9	2	1	1	2	1	4	18	1	29	12	2	1	1	1	1	10	2	9	13	7	1	3	14	3	2	2	5	8	5	5	3	2	4
3	5825	14	3	1	1	3	2	1	10	5	26	11	2	2	1	1	1	10	2	9	13	7	1	3	14	3	2	2	5	8	7	8	6	6	2
3	5825	6	4	1	3	4	2	7	19	14	6	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	3	3	4	2	1
3	5826	0	1	1	1	1	1	1	12	3	28	7	1	2	2	2	2	8	4	9	13	1	1	1	13	1	1	8	5	8	1	1	1	1	1
3	5826	10	2	1	1	2	1	1	10	3	28	12	2	1	1	1	1	10	2	9	13	7	1	3	13	3	1	8	5	8	6	6	9	8	6
3	5826	20	3	1	3	4	2	7	19	14	15	4	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	7	8	6	3	7
3	5827	0	1	3	1	1	1	1	5	13	29	7	1	2	2	2	2	8	4	9	13	1	1	1	13	1	7	8	7	8	15	14	14	14	15
3	5827	8	2	1	1	2	1	4	18	1	28	12	2	1	1	1	1	10	2	9	13	7	1	1	13	1	1	8	5	8	4	4	7	2	3
3	5827	18	3	1	1	3	2	5	18	1	17	10	2	2	3	1	1	1	4	9	13	4	1	1	13	1	3	3	5	8	7	9	10	14	7
3	5828	20	1	1	1	1	1	3	11	4	30	8	1	2	1	1	1	10	2	9	13	7	1	3	12	3	1	8	5	8	8	9	4	2	2
3	5828	2	2	1	1	2	1	4	18	1	29	12	2	1	1	1	1	10	2	9	13	7	1	3	12	3	2	2	5	8	2	2	3	2	1
3	5829	16	1	1	1	1	1	1	9	6	25	6	1	2	3	1	1	1	4	9	13	4	1	2	13	2	2	3	5	8	7	9	9	2	4
3	5829	14	2	1	1	2	1	2	5	2	26	11	2	1	1	1	1	10	2	9	13	7	1	3	13	3	2	2	5	8	7	8	8	8	6
3	5829	10	3	1	3	4	2	7	19	14	3	2	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	5	5	6	3	1
3	5830	10	1	1	1	1	1	1	10	4	30	8	1	2	1	1	1	10	2	9	13	7	1	2	13	2	1	8	5	8	6	6	9	1	8
3	5830	5	2	1	1	2	1	4	18	1	29	12	2	1	1	1	1	10	2	9	13	7	1	1	13	1	2	2	5	8	4	4	2	2	1
3	5830	4	3	1	3	4	2	7	19	14	10	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	3	3	2	2	5
3	5831	16	1	1	1	1	1	1	9	6	27	7	1	2	2	1	1	8	4	9	13	2	1	2	13	2	1	8	5	8	7	9	9	1	5
3	5831	10	2	1	1	2	1	2	9	2	27	12	2	1	1	1	1	10	2	9	13	7	1	3	13	3	2	1	5	8	5	5	7	1	1
3	5831	14	3	1	3	4	2	7	19	14	15	4	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	7	8	7	3	3
3	5831	2	4	1	3	4	2	7	19	14	10	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	1	1	1	1	1
3	5831	2	5	1	3	4	2	7	19	14	6	3	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	1	1	1	1	1
3	5832	16	1	1	1	1	1	1	10	6	28	7	1	2	1	3	1	1	4	9	13	5	1	1	13	1	2	4	5	8	7	9	10	2	5
3	5832	16	2	1	1	2	1	1	10	3	28	12	2	1	1	1	1	10	2	9	13	7	1	3	13	3	2	2	5	8	7	9	10	2	5
3	5832	19	3	1	1	3	2	1	10	5	19	5	1	2	1	3	1	1	4	9	13	5	1	3	13	3	2	2	5	8	8	10	9	6	4
3	5833	12	1	1	1	1	1	3	11	3	31	9	1	2	2	1	1	8	4	9	13	2	1	2	9	2	3	3	7	8	6	6	6	5	5
3	5833	0	2	1	1	2	1	3	6	2	30	13	2	1	1	1	1	10	2	9	13	7	1	4	10	4	1	8	7	8	1	1	1	1	1
3	5834	12	1	1	1	1	2	2	11	2	31	14	2	1	1	1	1	10	2	9	13	7	1	4	8	4	3	5	7	8	6	7	7	5	5
3	5835	23	1	1	1	1	1	1	9	5	29	7	1	2	2	1	2	8	4	9	13	2	1	2	13	2	1	8	7	8	9	11	8	6	6
3	5835	13	2	1	1	2	1	1	9	3	29	12	2	1	1	1	1	10	2	9	13	7	1	2	10	2	1	8	7	8	7	8	7	5	7
3	5836	0	1	3	1	1	1	5	9	2	31	9	1	2	1	1	1	10	2	9	13	7	1	2	8	2	1	8	1	8	15	14	14	14	15
3	5836	0	2	3	1	2	1	4	18	1	31	14	2	1	1	1	1	10	2	9	13	7	1	2	8	2	2	1	1	8	15	14	14	14	15
3	5837	0	1	1	1	1	2	4	18	2	31	14	2	1	1	1	1	10	2	9	13	7	1	3	8	3	1	8	7	8	1	1	1	1	1
3	5838	14	1	1	1	1	1	1	9	5	28	7	1	2	2	1	1	8	4	9	13	2	1	2	4	2	2	1	7	8	7	8	8	1	8
3	5838	8	2	1	1	2	1	4	18	1	28	12	2	1	1	1	1	10	2	9	13	7	1	9	2	2	4	7	7	8	5	5	5	2	6
3	5838	10	3	1	3	4	2	7	19	14	14	4	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	5	5	3	2	1
3	5838	6	4	1	3	4	2	7	19	14	10	3	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	4	4	5	2	6
3	5838	4	5	1	3	4	2	7	19	14	8	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	3	3	5	1	6
3	5839	14	1	1	1	1	1	1	10	6	27	7	1	2	1	1	1	10	2	9	13	7	1	2	8	2	1	8	1	8	6	7	4	6	3
3	5839	2	2	1	1	2	1	4	18	1	27	12	2	1	1	1	1	10	2	9	13	7	1	3	6	3	1	8	1	8	1	1	1	1	1
3	5839	4	3	1	3	4	2	7	19	14	11	4	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	2	2	2	2	1
3	5839	2	4	1	3	4	2	7	19	14	8	3	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	1	1	1	1	1
3	5839	0	5	1	3	4	2	7	19	14	5	3	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	1	1	1	1	1
3	5839	0	6	1	3	4	2	7	19	14	3	2	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	1	1	1	1	1
3	5840	20	1	1	1	1	1	1	9	7	29	7	1	2	2	1	1	8	4	9	13	2	1	2	6	2	1	8	1	8	8	9	4	1	4
3	5840	2	2	1	1	2	1	4	18	1	28	12	2	1	1	1	1	10	2	9	13	7	1	2	8	2	2	1	1	8	1	1	1	1	1
3	5840	26	3	1	1	3	2	5	18	1	21	6	1	2	2	1	1	3	4	9	13	2	1	1	6	1	2	1	2	1	9	11	8	1	5
3	5840	16	4	1	1	3	2	1	10	2	19	10	2	2	1	1	1	10	2	9	13	7	1	3	6	3	2	2	2	1	6	8	4	4	1
3	5841	20	1	1	1	1	1	1	6	13	29	7	1	2	2	2	2	8	4	9	13	1	1	2	10	2	3	2	7	8	8	12	7	6	5
3	5841	0	2	1	1	2	1	4	18	1	29	12	2	1	1	1	1	10	2	9	13	7	1	3	10	3	3	2	7	8	1	1	1	1	1
3	5842	28	1	1	1	1	1	1	1	10	28	7	1	2	2	2	2	8	4	9	13	1	1	1	8	1	2	1	4	2	9	11	9	1	6
3	5842	42	2	1	1	2	1	2	5	2	28	12	2	1	5	5	5	10	4	9	13	8	1	1	8	1	3	2	7	8	12	13	9	1	8
3	5842	0	3	3	2	3	2	6	18	13	21	6	1	2	5	5	5	9	3	8	12	8	3	8	13	8	7	7	7	7	15	14	14	14	15
3	5843	0	1	1	1	1	2	4	18	1	32	9	1	1	1	1	1	10	2	9	13	7	1	4	10	4	3	3	5	8	1	1	1	1	1
3	5844	29	1	1	1	1	2	1	6	7	27	7	1	2	5	5	5	10	4	9	13	8	1	3	8	3	3	2	5	8	10	12	12	1	8
3	5844	14	2	1	3	4	2	7	19	14	12	4	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	6	8	8	2	5
3	5844	8	3	1	3	4	2	7	19	14	9	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	5844	16	4	1	1	3	1	3	6	3	31	9	1	2	2	2	1	8	4	9	13	1	1	3	8	3	7	8	7	8	7	8	5	1	1
3	5844	6	5	1	1	3	1	4	18	1	30	13	2	1	2	2	1	8	4	9	13	1	1	3	10	3	3	2	5	8	4	4	4	1	3
3	5845	0	1	1	1	1	1	3	10	2	32	9	1	2	1	1	1	10	2	9	13	7	1	3	10	3	3	2	5	8	1	1	1	1	1
3	5845	4	2	1	1	2	1	4	18	1	30	13	2	1	1	1	1	10	2	9	13	7	1	3	10	3	3	2	5	8	2	2	3	3	1
3	5846	17	1	1	1	1	1	1	9	10	27	7	1	2	2	2	2	8	4	9	13	1	1	3	8	3	7	8	5	8	8	9	11	1	6
3	5846	12	2	1	1	2	1	4	18	1	27	12	2	1	2	1	2	8	4	9	13	2	1	3	8	3	3	2	7	8	6	6	9	2	1
3	5846	11	3	1	3	4	2	7	19	14	8	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	6	7	9	2	4
3	5846	9	4	1	3	4	2	7	19	14	6	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	6	6	9	2	4
3	5847	6	1	1	1	1	1	3	9	2	32	9	1	2	2	2	2	8	4	9	13	1	1	2	8	2	2	2	7	8	4	4	3	1	9
3	5847	0	2	1	1	2	1	4	18	1	32	14	2	1	1	1	1	10	2	9	13	7	1	2	8	2	1	8	7	8	1	1	1	1	1
3	5847	0	3	1	1	3	2	5	18	2	28	7	1	2	1	1	1	10	2	9	13	7	1	2	8	2	7	8	7	8	1	1	1	1	1
3	5848	35	1	1	1	1	1	1	1	12	28	7	1	2	2	1	2	8	4	9	13	2	1	2	8	2	7	8	1	8	11	13	11	1	6
3	5848	26	2	1	1	2	1	4	18	1	28	12	2	1	2	1	2	8	4	9	13	2	1	2	8	2	1	8	7	8	9	11	11	1	5
3	5848	26	3	1	3	4	2	7	19	14	13	4	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	9	11	11	1	6
3	5848	22	4	1	3	4	2	7	19	14	3	2	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	9	10	11	1	5
3	5849	20	1	1	1	1	2	1	6	3	29	12	2	1	2	2	2	8	4	9	13	1	1	1	8	1	4	4	7	8	8	10	8	1	6
3	5850	12	1	1	1	1	1	1	12	6	28	7	1	2	2	1	2	8	4	9	13	2	1	1	8	1	3	2	7	8	6	7	7	8	5
3	5850	17	2	1	1	2	1	2	7	2	27	12	2	1	1	1	1	10	2	9	13	7	1	2	10	2	2	2	7	8	6	6	3	3	1
3	5850	4	3	1	3	4	2	7	19	14	8	3	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	1	1	1	1	1
3	5851	12	1	1	1	1	1	1	6	13	29	7	1	2	1	1	1	10	2	9	13	7	1	2	7	2	3	3	7	8	6	7	4	7	3
3	5851	10	2	1	1	2	1	1	9	13	28	12	2	1	1	1	1	10	2	9	13	7	1	2	7	2	3	2	7	8	6	6	4	7	3
3	5852	8	1	1	1	1	1	5	9	3	27	7	1	2	1	1	1	10	2	9	13	7	1	2	4	2	2	2	4	2	5	5	3	14	6
3	5852	14	2	1	1	2	1	4	18	1	25	11	2	1	1	1	1	10	2	9	13	7	1	3	6	3	2	2	7	8	15	14	14	14	15
3	5852	4	3	1	3	4	2	7	19	14	6	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	2	2	2	1	1
3	5852	4	4	1	3	4	2	7	19	14	4	2	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	3	3	2	1	4
3	5852	0	5	4	3	4	2	7	19	14	1	1	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	5853	6	1	1	1	1	2	2	11	2	32	14	2	1	1	1	1	10	2	9	13	7	1	1	10	1	1	8	7	8	2	2	2	2	1
3	5854	6	1	1	1	1	1	1	12	6	27	7	1	2	2	1	1	8	4	9	13	2	1	1	6	1	7	8	7	8	4	4	3	1	1
3	5854	4	2	1	1	2	1	1	6	1	26	11	2	1	2	1	1	7	4	9	13	2	1	1	6	1	7	8	7	8	3	3	2	1	1
3	5855	0	1	1	1	1	2	4	18	1	32	14	2	1	1	1	1	10	2	9	13	7	1	2	13	2	7	8	7	8	1	1	1	1	1
3	5856	0	1	1	1	1	1	1	10	13	30	8	1	2	1	2	1	8	4	9	13	3	1	2	8	2	1	8	7	8	1	1	1	1	1
3	5856	8	2	1	1	2	1	4	18	1	29	12	2	1	1	1	1	10	2	9	13	7	1	2	8	2	1	8	7	8	15	14	14	14	15
3	5857	32	1	1	1	1	1	1	1	10	27	7	1	2	2	1	2	8	4	9	13	2	1	3	8	3	1	8	7	8	10	12	11	1	13
3	5857	12	2	1	1	2	1	4	18	1	27	12	2	1	2	1	2	8	4	9	13	2	1	3	8	3	2	2	7	8	6	7	9	1	9
3	5858	16	1	1	1	1	1	1	9	3	28	7	1	2	1	2	1	8	4	9	13	3	1	1	8	1	1	8	7	8	7	8	10	1	8
3	5858	2	2	1	1	2	1	4	18	1	27	12	2	1	1	1	1	10	2	9	13	7	1	1	8	1	1	8	7	8	2	2	2	2	1
3	5858	6	3	1	1	3	2	5	10	1	17	5	1	2	1	1	1	10	2	9	13	7	1	1	8	1	1	8	7	8	4	4	3	6	4
3	5858	8	4	1	3	4	2	7	19	14	15	4	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	3	4	4	4	1
3	5858	6	5	1	3	4	2	7	19	14	13	4	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	2	2	2	2	1
3	5858	18	6	1	3	4	2	7	19	14	10	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	7	9	4	4	2
3	5859	3	1	1	1	1	2	3	9	1	32	9	1	1	1	1	1	10	1	5	11	7	1	2	6	2	2	2	7	8	3	3	2	2	1
3	5860	0	1	1	1	1	2	4	18	1	32	14	2	1	1	1	1	10	2	9	13	7	1	2	6	2	1	8	7	8	1	1	1	1	1
3	5861	6	1	1	1	1	2	4	18	1	32	14	2	1	1	1	1	10	2	9	13	7	1	4	8	4	2	2	7	8	4	4	3	4	1
3	5862	2	1	1	1	1	2	3	10	1	32	9	1	1	1	1	1	10	2	9	13	7	1	2	8	2	1	8	7	8	1	1	1	1	1
3	5863	0	1	1	1	1	2	4	18	1	32	14	2	1	1	1	1	10	2	9	13	7	1	2	8	2	1	8	7	8	1	1	1	1	1
3	5864	1	1	1	1	1	2	4	18	1	32	14	2	1	1	1	1	10	2	9	13	7	1	1	8	1	2	2	7	8	2	2	4	1	1
3	5865	30	1	1	1	1	1	1	1	10	28	7	1	2	2	1	1	8	4	9	13	2	1	3	6	3	4	2	2	1	10	12	11	1	7
3	5865	36	2	1	1	2	1	2	7	1	28	12	2	1	2	1	1	8	4	9	13	2	1	3	6	3	2	2	1	8	11	13	8	1	8
3	5865	16	3	1	3	4	2	7	19	14	11	4	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	7	9	5	1	2
3	5865	22	4	1	3	4	2	7	19	14	8	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	9	10	7	1	4
3	5866	42	1	1	1	1	1	1	8	6	28	7	1	2	2	1	1	8	4	9	13	2	1	2	10	2	7	8	7	8	12	13	11	1	6
3	5866	14	2	1	1	2	1	1	5	13	27	12	2	1	1	1	1	10	2	9	13	7	1	2	13	2	2	1	7	8	7	8	9	4	4
3	5866	12	3	1	3	4	2	7	19	14	3	2	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	6	7	7	2	3
3	5867	10	1	1	1	1	1	1	12	4	27	7	1	2	2	1	1	8	4	9	13	2	1	8	13	8	7	8	5	8	6	6	5	1	3
3	5867	21	2	1	1	2	1	1	6	4	26	11	2	1	2	1	1	2	4	9	13	2	1	2	8	2	2	2	5	8	9	10	9	1	6
3	5868	0	1	3	1	1	1	1	8	13	29	7	1	2	5	5	5	10	4	9	13	8	1	9	14	9	8	8	8	8	15	14	14	14	15
3	5868	2	2	1	1	2	1	4	18	13	29	12	2	1	2	1	2	8	4	9	13	2	1	2	6	2	1	8	7	8	2	2	2	1	7
3	5869	17	1	1	1	1	2	3	8	2	31	9	1	1	2	2	2	8	4	9	13	1	1	4	10	4	4	2	1	8	7	8	10	2	2
3	5870	0	1	3	1	1	1	1	6	4	31	9	1	2	1	1	1	10	1	1	2	7	1	3	6	3	4	4	7	8	15	14	14	14	15
3	5870	0	2	1	1	2	1	3	2	1	30	13	2	1	1	1	1	10	2	9	13	7	1	2	6	2	4	2	7	8	1	1	1	1	1
3	5871	4	1	1	1	1	1	1	10	5	30	8	1	2	2	1	2	8	4	9	13	2	1	3	8	3	2	2	1	8	3	3	3	1	1
3	5871	10	2	1	1	2	1	4	18	1	29	12	2	1	1	1	1	10	2	9	13	7	1	3	8	3	2	3	2	1	5	6	4	4	1
3	5872	5	1	1	1	1	2	3	11	1	32	14	2	1	1	1	1	10	2	9	13	7	1	2	6	2	3	3	1	8	3	4	4	2	1
3	5873	0	1	1	1	1	1	1	9	9	28	7	1	2	2	1	2	8	4	9	13	2	1	2	9	2	3	2	1	8	1	1	1	1	1
3	5873	12	2	1	1	2	1	2	7	1	29	12	2	1	1	1	1	10	2	9	13	7	1	2	9	2	3	3	1	8	6	7	4	5	4
3	5873	6	3	1	1	3	2	1	6	6	26	6	1	2	1	1	1	10	2	9	13	7	1	1	10	1	4	2	7	8	4	5	3	4	4
3	5874	4	1	1	1	1	2	2	7	1	29	12	2	1	1	1	1	10	2	9	13	7	1	2	10	2	2	1	7	8	2	2	4	1	5
3	5875	0	1	3	1	1	1	1	9	13	28	7	1	2	5	5	5	10	4	9	13	8	1	9	14	9	8	8	8	8	15	14	14	14	15
3	5875	0	2	3	1	2	1	4	18	1	28	12	2	1	1	1	1	10	2	9	13	7	1	1	9	1	3	2	1	8	15	14	14	14	15
3	5875	0	3	3	1	3	2	1	6	3	16	10	2	2	1	1	1	10	2	9	13	7	1	1	10	1	3	3	7	8	15	14	14	14	15
3	5875	0	4	3	3	4	2	7	19	14	12	4	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	5875	0	5	3	3	4	2	7	19	14	10	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	5875	0	6	3	3	4	2	7	19	14	13	4	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	5875	0	7	3	2	3	2	6	18	13	35	15	1	2	5	5	5	9	3	8	12	8	3	8	13	8	7	7	7	7	15	14	14	14	15
3	5876	8	1	1	1	1	1	3	10	1	31	9	1	2	1	1	1	10	2	9	13	7	1	2	12	2	2	3	7	8	3	3	7	2	1
3	5876	4	2	1	1	2	1	4	18	1	30	13	2	1	1	1	1	10	2	9	13	7	1	2	12	2	2	3	7	8	3	3	2	2	1
3	5876	15	3	1	1	3	2	1	5	13	28	7	1	2	1	1	1	10	2	9	13	7	1	2	12	2	3	2	1	8	7	9	5	2	4
3	5876	14	4	1	1	3	2	1	5	13	27	12	2	2	1	1	1	10	2	9	13	7	1	3	12	3	3	3	7	8	7	8	5	2	6
3	5877	16	1	1	1	1	1	5	10	4	27	7	1	2	1	1	1	10	2	9	13	7	1	2	7	2	1	8	7	8	7	10	6	8	6
3	5877	24	2	1	1	2	1	2	11	1	27	12	2	1	1	1	1	10	2	9	13	7	1	2	7	2	2	2	7	8	9	12	5	8	4
3	5877	14	3	1	3	4	2	7	19	14	13	4	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	6	9	4	6	6
3	5877	14	4	1	3	4	2	7	19	14	12	4	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	6	9	4	6	6
3	5877	10	5	1	3	4	2	7	19	14	11	4	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	3	4	2	2	1
3	5877	2	6	1	3	4	2	7	19	14	9	3	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	1	1	1	1	1
3	5877	2	7	1	3	4	2	7	19	14	7	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	1	1	1	1	1
3	5877	0	8	4	3	4	2	7	19	14	1	1	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	5878	4	1	1	1	1	2	4	18	2	32	14	2	1	1	1	1	10	2	9	13	7	1	4	7	4	1	8	2	2	3	3	5	2	15
3	5879	88	1	1	1	1	1	1	9	6	29	7	1	2	2	1	2	8	4	9	13	2	1	3	7	3	3	4	7	8	14	13	11	1	9
3	5879	13	2	1	1	2	1	4	18	1	29	12	2	1	2	1	1	8	4	9	13	2	1	3	10	3	2	2	7	8	7	8	7	1	8
3	5879	27	3	1	1	3	2	1	6	4	24	11	2	2	2	1	1	6	4	9	13	2	1	3	10	3	2	3	1	8	9	11	9	9	5
3	5880	16	1	1	1	1	1	1	9	6	28	7	1	2	3	1	1	1	4	9	13	4	1	1	10	1	2	5	2	2	7	9	4	6	5
3	5880	20	2	1	1	2	1	1	9	3	28	12	2	1	3	1	1	1	4	9	13	4	1	1	12	1	2	3	2	3	8	10	7	8	8
3	5880	14	3	1	3	4	2	7	19	14	14	4	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	7	9	7	14	6
3	5880	13	4	1	3	4	2	7	19	14	12	4	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	7	9	7	14	7
3	5880	6	5	1	3	4	2	7	19	14	8	3	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	3	3	2	1	1
3	5880	4	6	1	3	4	2	7	19	14	6	3	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	2	2	2	1	1
3	5881	25	1	1	1	1	1	1	1	13	27	7	1	2	2	1	1	8	4	9	13	2	1	2	10	2	4	2	1	8	9	11	13	1	8
3	5881	18	2	1	1	2	1	4	18	1	27	12	2	1	2	1	1	7	4	9	13	2	1	3	10	3	2	2	1	8	8	9	6	1	2
3	5881	5	3	1	3	4	2	7	19	14	8	3	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	3	3	2	1	1
3	5881	5	4	1	3	4	2	7	19	14	7	3	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	3	3	2	1	1
3	5881	10	5	1	3	4	2	7	19	14	3	2	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	6	6	4	1	2
3	5881	0	6	4	3	4	2	7	19	14	1	1	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	15	14	14	14	15
3	5882	14	1	1	1	1	1	1	2	8	28	7	1	2	4	4	4	10	4	9	13	1	1	3	3	3	7	8	1	8	6	7	8	1	7
3	5882	6	2	1	1	2	1	4	18	1	28	12	2	1	1	1	1	10	2	9	13	7	1	2	3	2	2	1	7	8	4	4	2	1	1
3	5882	12	3	1	3	4	2	7	19	14	12	4	1	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	6	7	5	5	4
3	5882	12	4	1	3	4	2	7	19	14	11	4	2	2	6	6	6	10	4	9	13	9	4	9	14	9	8	8	8	8	6	7	4	2	6
3	5883	16	1	1	1	1	2	1	2	4	28	7	1	1	1	1	1	10	2	9	13	7	1	3	2	2	2	3	1	8	7	9	8	8	5
3	5884	15	1	1	1	1	2	1	10	3	28	12	2	1	1	1	1	10	2	9	13	7	1	3	6	3	2	2	2	1	7	10	6	11	3
3	5884	20	2	1	1	3	2	1	9	3	18	5	1	2	2	1	2	2	4	9	13	2	1	2	3	2	2	2	1	8	8	10	6	1	4
