RECID	HHOLDID	NOVEH	NOIND	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12	H13	H14	H15	H17	H18	H19	H20	H21	H22	H23	H24	H25	H26	H27	H28	H29	H30	H31	H32	H33	H34	H35	H36
1	2200	1	2	7	25	4	3	8	3	1	3	3	3	2	1	1	2	1	8	4	3	3	3	6	1	9	5	2	8	5	1	2	3	12	13	9	3	4
1	2201	1	8	5	25	4	4	9	2	1	3	3	3	2	1	1	2	1	8	4	3	2	11	7	4	18	3	4	9	2	4	1	2	14	13	13	7	14
1	2202	1	2	5	25	4	4	9	2	1	3	3	3	2	1	1	2	1	8	4	3	2	4	6	1	10	5	4	8	5	1	2	2	11	13	13	1	4
1	2203	0	3	2	25	4	4	9	2	1	4	3	3	1	1	1	1	2	3	1	7	1	7	7	1	10	5	4	9	4	1	2	2	12	13	8	8	2
1	2204	1	2	4	2	4	6	3	4	1	3	3	3	2	1	1	2	1	8	4	3	2	4	3	1	9	4	5	4	3	1	2	4	8	9	9	14	5
1	2205	1	3	4	6	3	6	3	4	1	3	3	3	2	1	1	2	1	8	4	3	1	6	5	1	5	5	3	8	3	2	1	4	10	12	8	10	9
1	2206	1	3	3	25	4	9	5	4	1	3	3	3	2	1	1	2	1	8	4	3	2	6	6	1	5	4	2	8	3	2	1	4	14	13	12	1	7
1	2207	2	5	3	25	4	2	7	10	1	3	3	3	2	2	1	3	1	8	4	3	2	11	5	1	16	8	2	9	3	3	1	10	13	13	13	1	7
1	2208	2	3	4	25	4	2	7	10	1	3	3	3	3	1	1	3	1	8	4	2	3	6	3	1	2	12	3	12	6	2	1	10	14	13	13	11	11
1	2209	1	4	5	8	3	2	7	10	1	3	3	3	2	1	1	2	1	8	4	3	2	8	3	1	5	8	3	8	3	3	1	10	10	12	10	1	5
1	2210	1	4	2	25	4	2	7	10	1	3	3	3	2	1	1	2	1	8	4	3	2	8	5	1	9	13	3	13	8	3	1	10	13	13	13	4	14
1	2211	1	4	7	4	4	5	10	10	1	3	3	3	2	1	1	2	1	8	4	3	2	8	3	1	7	8	4	8	3	3	1	10	11	13	11	2	6
1	2212	1	1	7	5	4	4	10	4	1	3	3	3	2	1	1	2	1	8	4	3	2	1	3	1	4	9	2	9	7	1	2	4	11	13	11	1	12
1	2213	1	3	1	20	4	4	10	4	1	3	3	3	2	1	1	2	1	8	4	3	2	7	7	1	10	6	4	13	8	1	2	4	12	13	13	6	9
1	2214	1	2	5	25	4	4	10	4	2	3	3	1	2	1	1	2	1	8	4	3	6	4	5	1	18	13	4	13	8	1	2	4	15	14	14	14	15
1	2215	1	4	7	11	4	4	10	4	1	3	3	3	2	1	1	2	1	8	4	3	4	9	6	1	8	6	4	9	3	2	1	4	9	11	11	2	9
1	2216	0	6	7	25	4	4	10	4	1	4	3	3	1	1	1	1	1	2	1	8	1	11	3	1	10	6	2	6	2	4	1	4	15	14	14	14	15
1	2217	2	4	2	4	4	6	3	4	1	3	3	3	3	1	1	3	2	8	4	2	3	9	7	1	9	6	5	10	4	2	2	4	15	14	14	14	15
1	2218	1	4	3	8	4	6	3	4	2	3	2	1	2	1	1	2	1	8	4	3	6	8	1	6	18	13	7	13	8	3	1	4	15	14	14	14	15
1	2219	0	1	5	13	4	6	3	4	2	4	3	1	1	1	1	1	1	8	4	8	1	2	1	3	18	1	8	1	2	1	2	4	15	14	14	14	15
1	2220	2	4	7	16	4	6	3	4	1	3	3	3	2	1	2	3	3	8	4	2	2	8	3	1	14	13	3	13	8	3	1	4	14	13	12	1	9
1	2221	0	1	1	3	4	5	8	6	1	4	3	3	1	1	1	1	1	8	4	8	1	2	1	3	18	1	7	1	2	1	2	6	9	11	5	5	4
1	2222	0	4	2	19	4	7	4	1	1	4	3	3	1	1	1	1	2	2	1	7	1	9	7	1	11	4	5	8	3	2	1	1	11	13	12	13	1
1	2223	0	2	3	25	5	3	6	3	1	4	3	3	1	1	1	1	1	8	4	8	2	5	1	3	18	2	8	3	2	1	2	3	7	9	6	1	1
1	2224	1	4	4	8	4	3	6	3	1	3	3	3	1	2	1	2	2	8	4	3	2	9	6	1	9	7	3	10	4	2	2	3	14	13	13	14	13
1	2225	1	6	2	25	5	7	4	1	1	3	3	3	2	1	1	2	1	8	4	3	2	11	6	1	5	8	4	10	3	4	1	1	14	13	13	6	9
1	2226	0	3	6	16	4	7	4	1	1	4	3	3	1	1	1	1	1	3	1	8	2	6	5	1	5	6	2	7	3	2	1	1	9	10	4	6	1
1	2227	0	2	7	3	4	2	11	8	1	4	3	3	1	1	1	1	3	2	1	7	1	4	5	1	12	3	6	4	3	1	2	8	6	7	5	5	3
1	2228	1	3	1	25	5	7	4	1	1	3	3	3	2	1	1	2	1	8	4	3	2	6	5	1	9	7	3	8	3	2	1	1	14	13	11	1	10
1	2229	1	2	6	2	4	2	11	8	1	3	3	3	2	1	1	2	1	8	4	3	2	5	1	3	7	13	8	13	8	1	2	8	9	11	13	1	9
1	2230	1	3	4	16	4	7	4	1	1	3	3	3	2	1	1	2	1	8	4	3	2	6	3	1	9	5	2	5	2	2	1	1	10	12	10	2	10
1	2231	0	1	3	1	5	2	9	11	1	4	3	3	1	1	1	1	1	8	4	8	1	2	1	3	8	1	7	1	2	1	2	11	5	5	7	1	1
1	2232	1	4	1	5	4	2	9	11	1	3	3	3	2	1	1	2	1	8	4	3	2	8	3	1	16	9	3	9	3	3	1	11	13	13	12	1	12
1	2233	1	2	1	11	5	3	6	3	1	3	3	3	2	1	1	2	2	8	4	3	2	4	3	1	9	6	6	6	4	1	2	3	12	13	11	1	9
1	2234	1	5	6	4	4	8	3	4	2	3	3	2	2	1	1	2	3	8	4	3	2	11	5	1	9	7	3	8	2	3	1	4	15	14	14	14	15
1	2235	0	2	1	3	5	8	3	4	1	4	3	3	1	1	1	1	1	8	4	8	1	5	2	3	18	1	8	4	3	1	2	4	7	9	6	5	4
1	2236	1	2	4	1	5	7	7	4	1	3	3	3	2	1	1	2	1	8	4	3	2	4	6	1	1	6	4	9	5	1	2	4	13	13	11	8	10
1	2237	1	2	5	17	4	7	7	4	2	1	3	1	2	1	1	2	1	8	4	9	6	4	6	1	12	6	3	8	5	1	2	4	15	14	14	14	15
1	2238	1	2	5	25	5	7	7	4	1	3	3	3	2	1	1	2	1	8	4	3	2	4	3	1	9	4	5	4	3	1	2	4	6	7	12	1	11
1	2239	0	2	7	25	5	7	7	4	1	4	3	3	1	1	1	1	1	8	4	8	1	5	1	3	18	2	7	2	2	1	2	4	1	1	1	1	1
1	2240	0	2	1	20	4	7	7	4	1	4	3	3	1	1	1	1	2	2	1	7	1	4	1	4	18	2	5	3	2	1	2	4	2	2	2	2	1
1	2241	1	3	2	21	4	7	7	4	1	3	3	3	2	1	1	2	2	8	4	3	2	6	6	1	9	5	3	8	3	2	1	4	11	13	13	1	14
1	2242	0	2	2	25	5	7	7	4	1	4	3	3	1	1	1	1	2	1	1	7	1	4	5	1	9	8	4	9	5	1	2	4	12	13	6	6	3
1	2243	1	3	6	2	4	2	9	11	1	3	3	3	2	1	1	2	1	8	4	3	2	6	3	1	6	5	2	5	2	2	1	11	11	13	13	2	14
1	2244	0	2	7	4	5	2	9	11	1	4	3	3	1	1	1	1	1	8	4	8	1	4	5	1	11	4	6	5	3	1	2	11	8	9	8	5	5
1	2245	1	2	6	3	5	2	9	11	1	3	3	3	2	1	1	2	1	8	4	3	2	5	1	3	9	2	8	3	2	1	2	11	9	11	11	3	11
1	2246	0	2	6	2	4	3	8	7	1	4	3	3	1	1	1	1	1	2	2	8	1	5	3	4	18	1	8	4	3	1	2	7	4	5	7	7	1
1	2247	0	3	4	6	4	3	6	3	2	4	3	1	1	1	1	1	2	8	4	7	1	6	1	3	18	3	7	3	2	2	2	3	15	14	14	14	15
1	2248	1	3	1	12	4	3	8	7	2	3	3	2	2	1	1	2	2	8	4	3	3	6	3	1	9	6	5	6	3	2	2	7	15	14	14	14	15
1	2249	1	1	7	25	5	7	4	1	1	3	3	3	2	1	1	2	1	8	4	3	2	1	3	1	6	9	4	9	7	1	2	1	10	12	13	1	12
1	2250	1	4	2	25	5	7	7	3	1	3	3	3	1	2	1	2	1	8	4	5	1	8	5	1	10	4	3	5	2	3	1	7	11	13	13	13	1
1	2251	2	5	4	25	5	7	7	3	2	1	3	2	3	1	1	3	1	8	4	9	4	12	7	1	7	4	6	12	5	2	1	7	15	14	14	14	15
1	2252	0	3	1	2	5	7	6	3	1	4	3	3	1	1	1	1	1	8	4	8	1	7	5	5	18	2	5	8	3	1	2	3	7	8	11	5	4
1	2253	0	3	5	1	5	7	6	3	1	4	3	3	1	1	1	1	1	8	4	8	1	7	6	3	9	1	7	7	3	1	2	3	10	12	9	8	6
1	2254	0	7	4	2	5	7	6	3	2	4	3	1	1	1	1	1	3	8	4	7	1	11	7	1	10	5	4	8	2	3	1	3	15	14	14	14	15
1	2255	0	2	6	2	5	7	9	5	1	4	3	3	1	1	1	1	1	3	2	8	1	5	3	4	18	1	8	4	3	1	2	5	15	14	14	14	15
1	2256	1	4	2	3	5	2	11	8	1	3	3	3	2	1	1	2	3	8	4	3	3	8	5	1	12	4	3	7	2	3	1	8	14	13	12	1	10
1	2257	0	7	1	2	5	2	11	8	1	4	3	3	1	1	1	1	2	2	1	7	1	11	5	1	11	4	3	7	2	4	1	8	3	3	7	1	1
1	2258	2	2	3	25	5	4	9	10	1	3	3	3	3	1	1	3	3	8	4	2	3	5	5	2	10	3	7	7	4	1	2	10	12	13	11	4	5
1	2259	0	2	5	25	5	4	9	10	1	4	3	3	1	1	1	1	1	8	4	8	1	5	1	3	10	4	8	4	3	1	2	10	9	10	7	2	1
1	2260	1	2	5	25	5	4	9	10	1	3	3	3	2	1	1	2	1	8	4	3	2	4	6	1	6	3	5	8	5	1	2	10	10	12	13	1	8
1	2261	2	5	4	25	5	4	9	10	1	3	3	3	3	1	1	3	3	8	4	2	3	11	5	1	1	12	3	12	5	3	1	10	14	13	13	1	11
1	2262	1	2	7	9	4	7	7	10	1	3	3	3	2	1	1	2	1	8	4	3	2	4	3	1	5	9	5	10	6	1	2	10	12	13	8	8	11
1	2263	2	4	4	4	5	7	7	10	1	3	3	3	3	1	1	3	3	8	4	2	3	8	3	1	1	11	3	11	5	3	1	10	14	13	13	8	12
1	2264	0	4	6	25	5	8	1	9	1	4	3	3	1	1	1	1	1	8	4	8	1	8	3	1	9	5	3	5	2	3	1	9	10	13	9	9	8
1	2265	1	2	4	25	5	1	11	1	1	3	3	3	2	1	1	2	2	8	4	3	3	3	3	1	4	8	2	8	5	1	2	1	14	13	11	1	10
1	2266	2	3	6	25	5	7	7	4	1	3	3	3	2	2	1	3	2	8	4	3	3	7	6	1	9	6	5	9	4	1	2	4	14	13	12	7	11
1	2267	1	2	5	3	4	8	1	9	1	3	3	3	2	1	1	2	1	8	4	3	2	3	3	1	12	2	2	2	2	1	2	9	8	10	10	1	11
1	2268	1	2	1	3	4	2	11	8	1	3	3	3	2	1	1	2	1	8	4	3	2	5	1	3	1	13	8	13	8	1	2	8	10	12	8	1	9
1	2269	1	3	3	25	5	4	9	10	1	3	3	3	2	1	1	2	1	8	4	3	6	7	3	5	18	13	8	13	8	1	2	10	10	13	9	8	7
1	2270	0	2	3	25	5	7	7	4	1	4	3	3	1	1	1	1	1	8	4	8	1	5	1	3	8	1	8	1	1	1	2	4	2	2	2	1	1
1	2271	0	3	4	21	5	7	7	4	2	4	3	2	1	1	1	1	2	8	4	7	6	6	1	3	2	13	7	13	8	2	2	4	15	14	14	14	15
1	2272	1	2	6	2	5	7	7	4	1	3	3	3	2	1	1	2	1	8	4	3	2	4	3	4	18	1	5	4	3	1	2	4	8	10	5	3	3
1	2273	0	2	6	18	4	7	7	4	2	4	2	1	1	1	1	1	1	8	4	8	6	4	5	6	18	13	6	13	8	1	2	4	15	14	14	14	15
1	2274	1	3	2	4	5	6	1	10	1	3	3	3	2	1	1	2	3	8	4	3	2	6	5	1	2	8	4	9	4	2	2	10	14	13	12	11	8
1	2275	0	1	7	3	5	6	1	10	1	4	3	3	1	1	1	1	1	8	4	8	1	2	1	4	18	1	8	14	1	1	2	10	3	3	10	2	1
1	2276	1	2	2	7	4	2	11	8	1	3	3	3	2	1	1	2	3	8	4	3	3	4	6	1	6	13	4	13	8	1	2	8	14	13	11	1	6
1	2277	0	1	3	25	5	2	11	8	1	4	3	3	1	1	1	1	1	8	4	8	1	2	1	3	10	1	8	1	2	1	2	8	1	1	1	1	1
1	2278	0	2	3	1	5	3	8	7	2	4	3	1	1	1	1	1	1	8	4	8	1	4	6	1	18	13	3	13	8	1	2	7	15	14	14	14	15
1	2279	0	1	7	5	4	8	3	4	2	4	3	1	1	1	1	1	1	8	4	8	1	2	1	3	18	13	8	13	8	1	2	4	15	14	14	14	15
1	2280	0	1	2	12	4	4	9	10	1	4	3	3	1	1	1	1	1	2	1	8	1	1	3	1	1	10	6	10	7	1	2	10	5	6	8	9	1
1	2281	0	1	4	25	4	6	3	4	1	4	3	3	1	1	1	1	1	8	4	8	1	2	1	3	6	2	8	2	3	1	2	4	5	5	7	2	1
1	2282	1	3	3	25	4	4	9	2	1	3	3	3	2	1	1	2	1	8	4	3	2	7	7	1	1	5	5	8	4	1	2	2	12	13	11	8	4
1	2283	0	4	4	25	4	3	8	3	2	4	3	1	1	1	1	1	3	2	1	7	1	9	6	4	18	1	6	5	2	2	2	3	15	14	14	14	15
1	2284	0	1	5	16	3	3	8	3	1	4	3	3	1	1	1	1	1	2	1	8	1	1	3	1	10	13	5	13	8	1	2	3	3	3	3	2	4
1	2285	1	4	2	25	3	10	1	9	1	3	3	3	1	1	2	2	1	8	4	4	2	8	5	1	9	4	2	5	2	3	1	9	10	12	10	1	12
1	2286	0	2	3	8	3	8	1	9	1	4	3	3	1	1	1	1	1	8	4	8	1	5	1	3	1	5	8	5	3	1	2	9	9	13	8	8	8
1	2287	2	2	1	2	3	8	1	9	1	3	3	3	2	2	1	3	1	8	4	3	2	3	6	1	9	5	2	8	5	1	2	9	12	13	12	7	10
1	2288	0	1	5	2	4	6	1	9	1	4	3	3	1	1	1	1	1	1	1	8	1	1	1	4	18	1	6	14	1	1	2	9	3	4	9	2	13
1	2289	0	8	7	2	4	10	1	9	2	4	2	2	1	1	1	1	1	8	4	8	6	11	7	1	18	5	5	13	8	4	1	9	15	14	14	14	15
1	2290	1	2	4	1	3	8	1	9	1	3	3	3	2	1	1	2	1	8	4	3	2	4	5	1	9	7	5	8	5	1	2	9	10	12	12	6	8
1	2291	0	5	6	11	3	8	1	9	1	4	3	3	1	1	1	1	1	2	1	8	1	11	5	1	18	13	4	13	8	3	1	9	11	13	11	14	6
1	2292	1	1	1	12	3	8	6	6	1	3	3	3	2	1	1	2	1	8	4	3	2	1	3	1	8	13	5	13	8	1	2	6	7	8	11	2	3
1	2293	0	3	1	11	3	7	7	11	1	4	3	3	1	1	1	1	1	2	1	8	1	6	5	1	9	7	2	9	4	2	1	11	10	12	7	8	6
1	2294	1	4	4	25	4	6	1	9	1	3	3	3	2	1	1	2	1	8	4	3	2	8	5	1	4	10	5	10	4	3	1	9	11	13	9	6	8
1	2295	0	4	1	12	4	10	1	9	1	4	3	3	1	1	1	1	1	2	1	8	2	8	3	5	18	3	2	3	1	3	1	9	11	13	12	10	15
1	2296	1	4	3	5	4	5	8	6	1	3	3	3	2	1	1	2	4	8	4	3	2	8	7	1	8	7	4	8	3	3	2	6	14	13	13	9	14
1	2297	1	8	5	13	4	5	8	6	1	3	3	3	2	1	1	2	3	8	4	3	2	11	6	1	9	6	4	13	8	4	1	6	14	13	12	3	11
1	2298	2	5	6	25	5	1	11	1	1	3	3	3	2	1	2	3	4	8	4	2	3	11	5	1	15	6	3	7	2	3	1	1	14	13	13	4	7
1	2299	1	6	2	25	5	1	11	1	1	3	3	3	2	1	1	2	2	8	4	3	3	11	5	1	6	5	4	6	2	4	1	1	13	13	13	8	1
1	2300	1	5	3	3	5	8	1	9	2	3	3	1	2	1	1	2	4	8	4	3	3	12	5	1	4	12	4	13	8	3	1	9	15	14	14	14	15
1	2301	1	2	2	3	5	8	1	9	1	3	3	3	2	1	1	2	1	8	4	3	2	4	3	1	9	7	6	7	4	1	2	9	8	9	11	1	14
1	2302	0	1	1	3	4	10	1	9	1	4	3	3	1	1	1	1	1	8	4	8	1	2	2	2	7	1	8	1	2	1	2	9	6	6	2	3	2
1	2303	1	5	3	4	5	10	1	9	2	3	3	2	2	1	1	2	3	8	4	3	6	11	3	1	12	13	4	13	8	3	1	9	15	14	14	14	15
1	2304	1	2	2	25	5	3	8	7	1	3	3	3	1	1	2	2	1	8	4	4	2	5	5	2	11	2	8	7	4	1	2	7	11	13	9	7	5
1	2305	0	2	2	25	5	8	6	7	1	4	3	3	1	1	1	1	1	2	1	8	1	4	3	1	9	3	6	3	2	1	2	7	6	7	4	1	1
1	2306	3	4	1	4	5	8	2	6	2	1	2	1	3	1	2	4	1	8	4	9	6	10	7	1	2	13	4	13	8	1	2	6	15	14	14	14	15
1	2307	0	2	2	7	4	8	3	4	1	4	3	3	1	1	1	1	1	8	4	8	1	5	1	3	18	13	7	13	8	1	2	4	7	9	7	6	8
1	2308	0	4	7	3	5	8	3	4	1	4	3	3	1	1	1	1	1	2	1	8	2	8	6	1	9	4	4	5	2	3	1	4	10	13	8	7	14
1	2309	0	4	1	25	5	3	6	3	2	4	3	1	1	1	1	1	2	2	1	7	2	8	3	1	9	8	3	13	8	3	1	3	15	14	14	14	15
1	2310	0	7	6	3	5	3	6	3	1	4	3	3	1	1	1	1	1	2	1	8	1	11	3	1	9	5	3	5	1	4	1	3	12	13	10	8	5
1	2311	1	2	1	5	5	7	7	3	1	3	3	3	2	1	1	2	2	8	4	3	3	4	6	1	12	4	5	8	5	1	2	7	9	11	10	4	1
1	2312	0	3	7	5	5	7	7	3	1	4	3	3	1	1	1	1	3	2	1	7	2	7	6	1	10	4	5	8	3	1	2	7	11	13	11	2	15
1	2313	0	4	6	4	4	7	7	3	1	4	3	3	1	1	1	1	3	3	1	7	2	8	3	1	6	5	3	5	2	3	1	7	10	12	10	10	6
1	2314	1	2	6	9	5	7	7	3	1	3	3	3	2	1	1	2	2	8	4	3	2	3	6	1	9	7	2	9	5	1	2	7	11	13	13	4	14
1	2315	0	5	4	7	4	7	7	3	1	4	3	3	1	1	1	1	2	3	1	7	1	11	3	1	10	4	2	4	1	3	1	7	10	12	7	6	4
1	2316	2	4	6	9	4	7	7	3	2	3	3	2	3	1	1	3	2	8	4	2	3	8	6	1	1	13	4	13	8	3	2	7	15	14	14	14	15
1	2317	1	4	6	2	5	7	6	3	1	3	3	3	2	1	1	2	1	8	4	3	2	9	6	1	1	5	5	8	3	2	1	3	11	13	11	4	5
1	2318	0	6	5	7	3	9	4	1	2	4	2	1	1	1	1	1	2	8	4	7	6	12	6	6	18	13	9	13	8	3	1	1	15	14	14	14	15
1	2319	0	7	1	1	5	7	4	1	1	4	3	3	1	1	1	1	2	2	1	7	1	11	7	1	10	5	4	10	2	3	2	1	14	13	11	12	11
1	2320	1	3	5	1	5	7	4	1	1	3	3	3	2	1	1	2	1	8	4	3	2	6	5	1	2	9	4	10	5	2	1	1	11	13	13	13	11
1	2321	2	2	4	2	4	2	9	11	1	3	3	3	2	1	2	4	4	8	4	2	2	4	3	1	13	6	5	6	4	1	2	11	15	14	14	14	15
1	2322	0	4	3	25	5	7	9	5	1	4	3	3	1	1	1	1	1	3	1	8	1	10	7	1	9	7	4	10	4	1	2	5	12	13	11	10	12
1	2323	1	2	1	10	5	7	9	5	2	1	3	1	2	1	1	2	1	8	4	9	6	4	6	1	9	6	5	9	5	1	2	5	15	14	14	14	15
1	2324	1	4	3	12	5	7	9	5	1	3	3	3	2	1	1	2	3	8	4	3	2	8	6	1	2	8	3	9	3	3	1	5	14	13	13	1	14
1	2325	1	3	2	5	5	7	9	5	1	3	3	3	2	1	1	2	1	8	4	3	2	6	3	1	9	4	2	4	2	2	1	5	12	13	9	1	7
1	2326	1	2	2	13	5	7	9	5	1	3	3	3	2	1	1	2	1	8	4	3	2	5	1	3	9	1	8	1	1	1	2	5	11	13	11	1	8
1	2327	1	2	2	25	5	4	9	10	2	1	3	1	1	1	2	2	1	8	4	9	6	4	6	1	9	13	4	13	8	1	2	10	15	14	14	14	15
1	2328	1	5	2	25	5	4	9	10	1	3	3	3	2	1	1	2	3	8	4	3	3	11	5	1	4	10	4	11	4	3	2	10	12	13	10	9	1
1	2329	1	2	1	25	5	4	9	10	1	3	3	3	2	1	1	2	2	8	4	3	2	4	6	1	6	8	6	9	5	1	2	10	10	13	13	10	14
1	2330	1	3	6	25	5	4	9	10	1	3	3	3	2	1	1	2	2	8	4	3	2	6	5	1	9	7	4	7	3	2	2	10	11	13	11	4	9
1	2331	1	2	3	25	5	6	1	10	1	3	3	3	2	1	1	2	1	8	4	3	2	4	5	2	1	6	6	10	6	1	2	10	8	9	7	3	1
1	2332	0	2	4	2	5	6	1	10	1	4	3	3	1	1	1	1	1	8	4	8	1	5	2	2	9	1	7	1	1	1	2	10	9	11	7	4	8
1	2333	1	2	5	25	5	7	7	10	1	3	3	3	1	2	1	2	1	8	4	5	1	5	1	3	9	2	7	3	2	1	2	10	6	6	3	1	1
1	2334	1	5	7	25	5	7	7	10	1	3	3	3	2	1	1	2	1	8	4	3	3	11	3	1	1	8	3	8	2	3	1	10	14	13	13	9	15
1	2335	2	5	4	1	5	7	4	1	2	3	2	2	2	2	1	3	1	8	4	3	6	12	7	1	9	8	4	13	8	1	2	1	15	14	14	14	15
1	2336	2	5	3	25	5	1	11	1	1	3	3	3	2	1	2	3	3	8	4	2	2	12	6	1	13	5	6	8	2	3	1	1	12	13	11	3	2
1	2337	1	5	7	25	5	1	11	1	1	3	3	3	2	1	1	2	1	8	4	3	3	11	5	1	9	8	3	9	3	3	1	1	14	13	13	2	10
1	2338	2	4	3	25	5	1	11	1	1	3	3	3	1	1	3	3	3	8	4	9	2	8	3	1	9	6	4	6	2	3	1	1	13	13	13	14	14
1	2339	0	4	4	12	4	7	4	1	1	4	3	3	1	1	1	1	1	3	2	8	2	10	6	3	10	3	7	10	4	1	2	1	10	12	13	11	7
1	2340	1	3	5	25	5	7	4	1	2	1	3	3	2	1	1	2	2	8	4	9	3	7	7	1	6	5	4	9	4	1	2	1	15	14	14	14	15
1	2341	1	3	2	6	5	2	9	11	1	3	3	3	2	1	1	2	1	8	4	3	2	7	3	1	1	9	5	10	5	1	2	11	11	13	12	3	12
1	2342	1	2	7	1	5	2	9	11	1	3	3	3	2	1	1	2	1	8	4	3	2	5	1	3	8	1	7	1	1	1	2	11	9	11	7	6	8
1	2343	2	4	5	2	5	2	11	8	1	3	3	3	3	1	1	3	3	8	4	2	3	9	7	1	10	6	5	11	5	2	2	8	14	13	13	1	14
1	2344	1	4	5	25	5	2	11	8	1	3	3	3	2	1	1	2	1	8	4	3	2	8	3	1	6	5	2	5	2	3	1	8	13	13	12	2	11
1	2345	1	5	4	12	4	4	9	10	1	3	3	3	2	1	1	2	1	8	4	3	3	11	3	1	5	8	3	8	2	3	1	10	15	14	14	14	15
1	2346	0	1	3	25	5	6	1	10	1	4	3	3	1	1	1	1	1	2	1	8	6	1	1	4	18	1	6	14	1	1	2	10	5	7	9	8	1
1	2347	2	3	1	25	5	6	1	10	1	3	3	3	2	1	2	3	1	8	4	2	2	7	6	1	9	4	4	8	3	1	2	10	13	13	13	6	11
1	2348	0	1	4	1	5	7	7	10	1	4	3	3	1	1	1	1	2	2	1	7	1	1	3	1	10	6	2	6	6	1	2	10	7	9	4	1	5
1	2349	1	4	2	3	5	3	8	7	1	3	3	3	1	1	2	2	1	8	4	3	2	10	7	1	10	4	5	9	3	1	2	7	13	13	12	14	14
1	2350	1	3	7	8	5	8	6	7	1	3	3	3	2	1	1	2	1	8	4	3	6	6	6	1	8	7	2	10	5	2	1	7	14	13	13	2	13
1	2351	1	7	2	7	5	8	6	7	1	3	3	3	2	1	1	2	1	8	4	3	2	11	3	1	10	4	2	4	1	4	1	7	10	12	9	6	1
1	2352	2	2	4	2	5	7	7	4	1	3	3	3	2	1	2	3	1	8	4	2	2	4	3	1	2	13	5	13	8	1	2	4	9	12	11	2	3
1	2353	1	3	1	25	5	4	9	10	1	3	3	3	2	1	1	2	1	8	4	3	2	7	1	3	5	2	8	5	2	1	2	10	14	13	9	1	4
1	2354	1	4	5	7	4	3	8	7	1	3	3	3	2	1	1	2	3	8	4	3	2	8	5	1	9	6	4	7	2	3	1	7	12	13	11	6	3
1	2355	1	1	4	25	5	3	6	3	1	3	3	3	1	1	2	2	1	8	4	4	2	1	3	1	6	4	4	4	5	1	2	3	9	11	11	1	8
1	2356	0	1	6	3	5	7	7	3	1	4	3	3	1	1	1	1	1	3	1	8	1	1	1	5	18	1	5	1	2	1	2	7	9	11	6	7	4
1	2357	3	3	7	3	5	8	1	9	1	3	3	3	1	3	1	4	3	8	4	9	2	7	7	1	10	5	4	9	4	1	2	9	13	13	13	1	14
1	2358	1	7	6	25	5	4	9	10	2	3	3	1	1	1	1	2	3	8	4	9	2	11	6	1	8	9	4	11	3	4	1	10	15	14	14	14	15
1	2359	1	2	3	3	5	2	11	8	1	3	3	3	2	1	1	2	3	8	4	3	3	5	3	3	5	13	7	13	8	1	2	8	13	13	12	1	8
1	2360	2	4	2	10	4	7	7	10	1	3	3	3	3	1	1	3	2	8	4	2	3	8	5	1	2	10	3	10	4	3	1	10	12	13	13	10	14
1	2361	3	2	7	25	5	1	11	1	1	3	3	3	3	1	2	4	4	8	4	1	3	4	3	1	13	7	4	7	4	1	2	1	11	13	12	1	8
1	2362	1	2	4	2	5	2	11	8	1	3	3	3	2	1	1	2	3	8	4	3	2	4	5	2	7	1	6	4	3	1	2	8	11	13	12	8	7
1	2363	2	2	7	2	5	2	9	11	1	3	3	3	3	1	1	3	1	8	4	2	3	5	5	1	2	3	8	7	4	1	2	11	7	9	11	1	1
1	2364	1	4	7	3	5	2	11	8	1	3	3	3	2	1	1	2	1	8	4	4	3	8	5	1	9	5	2	6	2	3	1	8	12	13	13	4	11
1	2365	1	4	3	5	5	4	9	10	1	3	3	3	2	1	1	2	3	8	4	3	2	8	5	1	9	6	4	7	2	3	1	10	14	13	12	1	3
1	2366	1	4	5	9	4	8	3	4	2	3	2	2	2	1	1	2	3	8	4	3	6	9	7	1	6	7	5	13	8	2	2	4	15	14	14	14	15
1	2367	0	2	3	25	5	7	4	1	1	4	3	3	1	1	1	1	1	3	1	8	1	4	6	1	7	1	4	2	2	1	2	1	9	12	9	10	3
1	2368	1	1	4	3	4	7	9	5	1	3	3	3	2	1	1	2	1	8	4	3	2	1	3	1	6	5	6	5	5	1	2	5	9	11	10	1	14
1	2369	2	4	7	2	5	7	6	3	1	3	3	3	3	1	1	3	1	8	4	2	6	10	3	1	2	8	5	10	4	1	2	3	11	13	13	11	6
1	2370	0	2	3	25	5	1	11	1	1	4	3	3	1	1	1	1	1	3	1	8	6	4	3	1	7	2	5	2	2	1	2	1	8	10	6	6	6
1	2371	1	2	1	25	5	1	11	1	1	3	3	3	2	1	1	2	1	8	4	3	3	4	3	1	4	12	5	12	7	1	2	1	12	13	12	4	11
1	2372	2	3	6	25	5	1	11	1	2	3	3	2	2	1	2	3	1	8	4	2	4	7	6	1	13	13	6	13	8	1	2	1	15	14	14	14	15
1	2373	0	2	1	25	5	7	4	1	1	4	3	3	1	1	1	1	1	2	1	8	1	4	3	1	9	8	4	8	5	2	2	1	15	14	14	14	15
1	2374	1	4	5	16	4	7	4	1	1	3	3	3	2	1	1	2	3	8	4	3	3	8	6	1	6	5	4	8	3	3	1	1	14	13	12	8	11
